REF_DATE,GEO,DGUID,VECTOR,COORDINATE,Population estimate
1/1/1960,New Brunswick,2016A000213,v10,5,589000
1/1/1960,Quebec,2016A000224,v11,6,5152000
1/1/1960,Ontario,2016A000235,v12,7,6127000
1/1/1960,Manitoba,2016A000246,v13,8,908000
1/1/1960,Saskatchewan,2016A000247,v14,9,916000
1/1/1960,Alberta,2016A000248,v15,10,1296000
1/1/1960,British Columbia,2016A000259,v3,11,1605000
1/1/1960,Yukon,2016A000260,v4,12,14000
1/1/1960,Northwest Territories including Nunavut,,v5,13,22000
1/1/1960,Canada,2016A000011124,v1,1,18009000
1/1/1960,Newfoundland and Labrador,2016A000210,v2,2,452000
1/1/1960,Prince Edward Island,2016A000211,v8,3,104000
1/1/1960,Nova Scotia,2016A000212,v9,4,731000
1/1/1960,New Brunswick,2016A000213,v10,5,591000
1/1/1960,Quebec,2016A000224,v11,6,5187000
1/1/1960,Ontario,2016A000235,v12,7,6158000
1/1/1960,Manitoba,2016A000246,v13,8,911000
1/1/1960,Saskatchewan,2016A000247,v14,9,918000
1/1/1960,Alberta,2016A000248,v15,10,1307000
1/1/1960,British Columbia,2016A000259,v3,11,1614000
1/1/1960,Yukon,2016A000260,v4,12,14000
1/1/1960,Northwest Territories including Nunavut,,v5,13,22000
1/1/1961,Canada,2016A000011124,v1,1,18092000
1/1/1961,Newfoundland and Labrador,2016A000210,v2,2,454000
1/1/1961,Prince Edward Island,2016A000211,v8,3,104000
1/1/1961,Nova Scotia,2016A000212,v9,4,732000
1/1/1961,New Brunswick,2016A000213,v10,5,593000
1/1/1961,Quebec,2016A000224,v11,6,5212000
1/1/1961,Ontario,2016A000235,v12,7,6187000
1/1/1961,Manitoba,2016A000246,v13,8,916000
1/1/1961,Saskatchewan,2016A000247,v14,9,919000
1/1/1961,Alberta,2016A000248,v15,10,1317000
1/1/1961,British Columbia,2016A000259,v3,11,1621000
1/1/1961,Yukon,2016A000260,v4,12,14000
1/1/1961,Northwest Territories including Nunavut,,v5,13,23000
1/1/1961,Canada,2016A000011124,v1,1,18172000
1/1/1961,Newfoundland and Labrador,2016A000210,v2,2,456000
1/1/1961,Prince Edward Island,2016A000211,v8,3,104000
1/1/1961,Nova Scotia,2016A000212,v9,4,735000
1/1/1961,New Brunswick,2016A000213,v10,5,596000
1/1/1961,Quebec,2016A000224,v11,6,5238000
1/1/1961,Ontario,2016A000235,v12,7,6214000
1/1/1961,Manitoba,2016A000246,v13,8,919000
1/1/1961,Saskatchewan,2016A000247,v14,9,922000
1/1/1961,Alberta,2016A000248,v15,10,1325000
1/1/1961,British Columbia,2016A000259,v3,11,1626000
1/1/1961,Yukon,2016A000260,v4,12,14000
1/1/1961,Northwest Territories including Nunavut,,v5,13,23000
1/1/1961,Canada,2016A000011124,v1,1,18271000
1/1/1961,Newfoundland and Labrador,2016A000210,v2,2,459000
1/1/1961,Prince Edward Island,2016A000211,v8,3,105000
1/1/1961,Nova Scotia,2016A000212,v9,4,738000
1/1/1961,New Brunswick,2016A000213,v10,5,599000
1/1/1961,Quebec,2016A000224,v11,6,5268000
1/1/1961,Ontario,2016A000235,v12,7,6248000
1/1/1961,Manitoba,2016A000246,v13,8,923000
1/1/1961,Saskatchewan,2016A000247,v14,9,926000
1/1/1961,Alberta,2016A000248,v15,10,1335000
1/1/1961,British Columbia,2016A000259,v3,11,1632000
1/1/1961,Yukon,2016A000260,v4,12,15000
1/1/1961,Northwest Territories including Nunavut,,v5,13,23000
1/1/1961,Canada,2016A000011124,v1,1,18363000
1/1/1961,Newfoundland and Labrador,2016A000210,v2,2,462000
1/1/1961,Prince Edward Island,2016A000211,v8,3,106000
1/1/1961,Nova Scotia,2016A000212,v9,4,740000
1/1/1961,New Brunswick,2016A000213,v10,5,600000
1/1/1961,Quebec,2016A000224,v11,6,5300000
1/1/1961,Ontario,2016A000235,v12,7,6275000
1/1/1961,Manitoba,2016A000246,v13,8,927000
1/1/1961,Saskatchewan,2016A000247,v14,9,929000
1/1/1961,Alberta,2016A000248,v15,10,1345000
1/1/1961,British Columbia,2016A000259,v3,11,1640000
1/1/1961,Yukon,2016A000260,v4,12,15000
1/1/1961,Northwest Territories including Nunavut,,v5,13,24000
1/1/1962,Canada,2016A000011124,v1,1,18442000
1/1/1962,Newfoundland and Labrador,2016A000210,v2,2,464000
1/1/1962,Prince Edward Island,2016A000211,v8,3,107000
1/1/1962,Nova Scotia,2016A000212,v9,4,742000
1/1/1962,New Brunswick,2016A000213,v10,5,602000
1/1/1962,Quebec,2016A000224,v11,6,5324000
1/1/1962,Ontario,2016A000235,v12,7,6303000
1/1/1962,Manitoba,2016A000246,v13,8,930000
1/1/1962,Saskatchewan,2016A000247,v14,9,927000
1/1/1962,Alberta,2016A000248,v15,10,1356000
1/1/1962,British Columbia,2016A000259,v3,11,1648000
1/1/1962,Yukon,2016A000260,v4,12,15000
1/1/1962,Northwest Territories including Nunavut,,v5,13,24000
1/1/1962,Canada,2016A000011124,v1,1,18519000
1/1/1962,Newfoundland and Labrador,2016A000210,v2,2,466000
1/1/1962,Prince Edward Island,2016A000211,v8,3,107000
1/1/1962,Nova Scotia,2016A000212,v9,4,744000
1/1/1962,New Brunswick,2016A000213,v10,5,604000
1/1/1962,Quebec,2016A000224,v11,6,5350000
1/1/1962,Ontario,2016A000235,v12,7,6330000
1/1/1962,Manitoba,2016A000246,v13,8,933000
1/1/1962,Saskatchewan,2016A000247,v14,9,928000
1/1/1962,Alberta,2016A000248,v15,10,1363000
1/1/1962,British Columbia,2016A000259,v3,11,1655000
1/1/1962,Yukon,2016A000260,v4,12,15000
1/1/1962,Northwest Territories including Nunavut,,v5,13,24000
1/1/1962,Canada,2016A000011124,v1,1,18614000
1/1/1962,Newfoundland and Labrador,2016A000210,v2,2,469000
1/1/1962,Prince Edward Island,2016A000211,v8,3,107000
1/1/1962,Nova Scotia,2016A000212,v9,4,746000
1/1/1962,New Brunswick,2016A000213,v10,5,605000
1/1/1962,Quebec,2016A000224,v11,6,5381000
1/1/1962,Ontario,2016A000235,v12,7,6362000
1/1/1962,Manitoba,2016A000246,v13,8,937000
1/1/1962,Saskatchewan,2016A000247,v14,9,931000
1/1/1962,Alberta,2016A000248,v15,10,1373000
1/1/1962,British Columbia,2016A000259,v3,11,1663000
1/1/1962,Yukon,2016A000260,v4,12,15000
1/1/1962,Northwest Territories including Nunavut,,v5,13,25000
1/1/1962,Canada,2016A000011124,v1,1,18708000
1/1/1962,Newfoundland and Labrador,2016A000210,v2,2,471000
1/1/1962,Prince Edward Island,2016A000211,v8,3,107000
1/1/1962,Nova Scotia,2016A000212,v9,4,748000
1/1/1962,New Brunswick,2016A000213,v10,5,607000
1/1/1962,Quebec,2016A000224,v11,6,5413000
1/1/1962,Ontario,2016A000235,v12,7,6395000
1/1/1962,Manitoba,2016A000246,v13,8,940000
1/1/1962,Saskatchewan,2016A000247,v14,9,931000
1/1/1962,Alberta,2016A000248,v15,10,1382000
1/1/1962,British Columbia,2016A000259,v3,11,1674000
1/1/1962,Yukon,2016A000260,v4,12,15000
1/1/1962,Northwest Territories including Nunavut,,v5,13,25000
1/1/1963,Canada,2016A000011124,v1,1,18787000
1/1/1963,Newfoundland and Labrador,2016A000210,v2,2,473000
1/1/1963,Prince Edward Island,2016A000211,v8,3,107000
1/1/1963,Nova Scotia,2016A000212,v9,4,747000
1/1/1963,New Brunswick,2016A000213,v10,5,607000
1/1/1963,Quebec,2016A000224,v11,6,5437000
1/1/1963,Ontario,2016A000235,v12,7,6427000
1/1/1963,Manitoba,2016A000246,v13,8,944000
1/1/1963,Saskatchewan,2016A000247,v14,9,928000
1/1/1963,Alberta,2016A000248,v15,10,1391000
1/1/1963,British Columbia,2016A000259,v3,11,1686000
1/1/1963,Yukon,2016A000260,v4,12,15000
1/1/1963,Northwest Territories including Nunavut,,v5,13,25000
1/1/1963,Canada,2016A000011124,v1,1,18864000
1/1/1963,Newfoundland and Labrador,2016A000210,v2,2,474000
1/1/1963,Prince Edward Island,2016A000211,v8,3,108000
1/1/1963,Nova Scotia,2016A000212,v9,4,749000
1/1/1963,New Brunswick,2016A000213,v10,5,608000
1/1/1963,Quebec,2016A000224,v11,6,5461000
1/1/1963,Ontario,2016A000235,v12,7,6455000
1/1/1963,Manitoba,2016A000246,v13,8,947000
1/1/1963,Saskatchewan,2016A000247,v14,9,930000
1/1/1963,Alberta,2016A000248,v15,10,1398000
1/1/1963,British Columbia,2016A000259,v3,11,1694000
1/1/1963,Yukon,2016A000260,v4,12,15000
1/1/1963,Northwest Territories including Nunavut,,v5,13,25000
1/1/1963,Canada,2016A000011124,v1,1,18964000
1/1/1963,Newfoundland and Labrador,2016A000210,v2,2,477000
1/1/1963,Prince Edward Island,2016A000211,v8,3,108000
1/1/1963,Nova Scotia,2016A000212,v9,4,751000
1/1/1963,New Brunswick,2016A000213,v10,5,609000
1/1/1963,Quebec,2016A000224,v11,6,5489000
1/1/1963,Ontario,2016A000235,v12,7,6497000
1/1/1963,Manitoba,2016A000246,v13,8,950000
1/1/1963,Saskatchewan,2016A000247,v14,9,933000
1/1/1963,Alberta,2016A000248,v15,10,1407000
1/1/1963,British Columbia,2016A000259,v3,11,1702000
1/1/1963,Yukon,2016A000260,v4,12,15000
1/1/1963,Northwest Territories including Nunavut,,v5,13,26000
1/1/1963,Canada,2016A000011124,v1,1,19061000
1/1/1963,Newfoundland and Labrador,2016A000210,v2,2,479000
1/1/1963,Prince Edward Island,2016A000211,v8,3,109000
1/1/1963,Nova Scotia,2016A000212,v9,4,752000
1/1/1963,New Brunswick,2016A000213,v10,5,609000
1/1/1963,Quebec,2016A000224,v11,6,5518000
1/1/1963,Ontario,2016A000235,v12,7,6535000
1/1/1963,Manitoba,2016A000246,v13,8,953000
1/1/1963,Saskatchewan,2016A000247,v14,9,935000
1/1/1963,Alberta,2016A000248,v15,10,1414000
1/1/1963,British Columbia,2016A000259,v3,11,1716000
1/1/1963,Yukon,2016A000260,v4,12,15000
1/1/1963,Northwest Territories including Nunavut,,v5,13,26000
1/1/1964,Canada,2016A000011124,v1,1,19142000
1/1/1964,Newfoundland and Labrador,2016A000210,v2,2,480000
1/1/1964,Prince Edward Island,2016A000211,v8,3,109000
1/1/1964,Nova Scotia,2016A000212,v9,4,752000
1/1/1964,New Brunswick,2016A000213,v10,5,609000
1/1/1964,Quebec,2016A000224,v11,6,5541000
1/1/1964,Ontario,2016A000235,v12,7,6572000
1/1/1964,Manitoba,2016A000246,v13,8,955000
1/1/1964,Saskatchewan,2016A000247,v14,9,936000
1/1/1964,Alberta,2016A000248,v15,10,1419000
1/1/1964,British Columbia,2016A000259,v3,11,1728000
1/1/1964,Yukon,2016A000260,v4,12,15000
1/1/1964,Northwest Territories including Nunavut,,v5,13,26000
1/1/1964,Canada,2016A000011124,v1,1,19222000
1/1/1964,Newfoundland and Labrador,2016A000210,v2,2,482000
1/1/1964,Prince Edward Island,2016A000211,v8,3,109000
1/1/1964,Nova Scotia,2016A000212,v9,4,753000
1/1/1964,New Brunswick,2016A000213,v10,5,610000
1/1/1964,Quebec,2016A000224,v11,6,5566000
1/1/1964,Ontario,2016A000235,v12,7,6602000
1/1/1964,Manitoba,2016A000246,v13,8,957000
1/1/1964,Saskatchewan,2016A000247,v14,9,939000
1/1/1964,Alberta,2016A000248,v15,10,1425000
1/1/1964,British Columbia,2016A000259,v3,11,1737000
1/1/1964,Yukon,2016A000260,v4,12,15000
1/1/1964,Northwest Territories including Nunavut,,v5,13,27000
1/1/1964,Canada,2016A000011124,v1,1,19325000
1/1/1964,Newfoundland and Labrador,2016A000210,v2,2,484000
1/1/1964,Prince Edward Island,2016A000211,v8,3,109000
1/1/1964,Nova Scotia,2016A000212,v9,4,755000
1/1/1964,New Brunswick,2016A000213,v10,5,612000
1/1/1964,Quebec,2016A000224,v11,6,5593000
1/1/1964,Ontario,2016A000235,v12,7,6646000
1/1/1964,Manitoba,2016A000246,v13,8,960000
1/1/1964,Saskatchewan,2016A000247,v14,9,943000
1/1/1964,Alberta,2016A000248,v15,10,1431000
1/1/1964,British Columbia,2016A000259,v3,11,1750000
1/1/1964,Yukon,2016A000260,v4,12,15000
1/1/1964,Northwest Territories including Nunavut,,v5,13,27000
1/1/1964,Canada,2016A000011124,v1,1,19420000
1/1/1964,Newfoundland and Labrador,2016A000210,v2,2,485000
1/1/1964,Prince Edward Island,2016A000211,v8,3,109000
1/1/1964,Nova Scotia,2016A000212,v9,4,756000
1/1/1964,New Brunswick,2016A000213,v10,5,612000
1/1/1964,Quebec,2016A000224,v11,6,5621000
1/1/1964,Ontario,2016A000235,v12,7,6687000
1/1/1964,Manitoba,2016A000246,v13,8,961000
1/1/1964,Saskatchewan,2016A000247,v14,9,946000
1/1/1964,Alberta,2016A000248,v15,10,1436000
1/1/1964,British Columbia,2016A000259,v3,11,1765000
1/1/1964,Yukon,2016A000260,v4,12,15000
1/1/1964,Northwest Territories including Nunavut,,v5,13,27000
1/1/1965,Canada,2016A000011124,v1,1,19501000
1/1/1965,Newfoundland and Labrador,2016A000210,v2,2,485000
1/1/1965,Prince Edward Island,2016A000211,v8,3,109000
1/1/1965,Nova Scotia,2016A000212,v9,4,755000
1/1/1965,New Brunswick,2016A000213,v10,5,613000
1/1/1965,Quebec,2016A000224,v11,6,5644000
1/1/1965,Ontario,2016A000235,v12,7,6723000
1/1/1965,Manitoba,2016A000246,v13,8,962000
1/1/1965,Saskatchewan,2016A000247,v14,9,946000
1/1/1965,Alberta,2016A000248,v15,10,1443000
1/1/1965,British Columbia,2016A000259,v3,11,1779000
1/1/1965,Yukon,2016A000260,v4,12,15000
1/1/1965,Northwest Territories including Nunavut,,v5,13,27000
1/1/1965,Canada,2016A000011124,v1,1,19578000
1/1/1965,Newfoundland and Labrador,2016A000210,v2,2,486000
1/1/1965,Prince Edward Island,2016A000211,v8,3,109000
1/1/1965,Nova Scotia,2016A000212,v9,4,754000
1/1/1965,New Brunswick,2016A000213,v10,5,614000
1/1/1965,Quebec,2016A000224,v11,6,5668000
1/1/1965,Ontario,2016A000235,v12,7,6758000
1/1/1965,Manitoba,2016A000246,v13,8,964000
1/1/1965,Saskatchewan,2016A000247,v14,9,948000
1/1/1965,Alberta,2016A000248,v15,10,1445000
1/1/1965,British Columbia,2016A000259,v3,11,1790000
1/1/1965,Yukon,2016A000260,v4,12,15000
1/1/1965,Northwest Territories including Nunavut,,v5,13,27000
1/1/1965,Canada,2016A000011124,v1,1,19678000
1/1/1965,Newfoundland and Labrador,2016A000210,v2,2,488000
1/1/1965,Prince Edward Island,2016A000211,v8,3,109000
1/1/1965,Nova Scotia,2016A000212,v9,4,756000
1/1/1965,New Brunswick,2016A000213,v10,5,615000
1/1/1965,Quebec,2016A000224,v11,6,5694000
1/1/1965,Ontario,2016A000235,v12,7,6803000
1/1/1965,Manitoba,2016A000246,v13,8,965000
1/1/1965,Saskatchewan,2016A000247,v14,9,951000
1/1/1965,Alberta,2016A000248,v15,10,1451000
1/1/1965,British Columbia,2016A000259,v3,11,1804000
1/1/1965,Yukon,2016A000260,v4,12,14000
1/1/1965,Northwest Territories including Nunavut,,v5,13,28000
1/1/1965,Canada,2016A000011124,v1,1,19777000
1/1/1965,Newfoundland and Labrador,2016A000210,v2,2,489000
1/1/1965,Prince Edward Island,2016A000211,v8,3,109000
1/1/1965,Nova Scotia,2016A000212,v9,4,755000
1/1/1965,New Brunswick,2016A000213,v10,5,616000
1/1/1965,Quebec,2016A000224,v11,6,5720000
1/1/1965,Ontario,2016A000235,v12,7,6849000
1/1/1965,Manitoba,2016A000246,v13,8,963000
1/1/1965,Saskatchewan,2016A000247,v14,9,953000
1/1/1965,Alberta,2016A000248,v15,10,1453000
1/1/1965,British Columbia,2016A000259,v3,11,1827000
1/1/1965,Yukon,2016A000260,v4,12,15000
1/1/1965,Northwest Territories including Nunavut,,v5,13,28000
1/1/1966,Canada,2016A000011124,v1,1,19857000
1/1/1966,Newfoundland and Labrador,2016A000210,v2,2,490000
1/1/1966,Prince Edward Island,2016A000211,v8,3,108000
1/1/1966,Nova Scotia,2016A000212,v9,4,754000
1/1/1966,New Brunswick,2016A000213,v10,5,616000
1/1/1966,Quebec,2016A000224,v11,6,5740000
1/1/1966,Ontario,2016A000235,v12,7,6888000
1/1/1966,Manitoba,2016A000246,v13,8,962000
1/1/1966,Saskatchewan,2016A000247,v14,9,952000
1/1/1966,Alberta,2016A000248,v15,10,1456000
1/1/1966,British Columbia,2016A000259,v3,11,1848000
1/1/1966,Yukon,2016A000260,v4,12,15000
1/1/1966,Northwest Territories including Nunavut,,v5,13,28000
1/1/1966,Canada,2016A000011124,v1,1,19939000
1/1/1966,Newfoundland and Labrador,2016A000210,v2,2,492000
1/1/1966,Prince Edward Island,2016A000211,v8,3,108000
1/1/1966,Nova Scotia,2016A000212,v9,4,755000
1/1/1966,New Brunswick,2016A000213,v10,5,616000
1/1/1966,Quebec,2016A000224,v11,6,5762000
1/1/1966,Ontario,2016A000235,v12,7,6926000
1/1/1966,Manitoba,2016A000246,v13,8,963000
1/1/1966,Saskatchewan,2016A000247,v14,9,954000
1/1/1966,Alberta,2016A000248,v15,10,1459000
1/1/1966,British Columbia,2016A000259,v3,11,1862000
1/1/1966,Yukon,2016A000260,v4,12,14000
1/1/1966,Northwest Territories including Nunavut,,v5,13,28000
1/1/1966,Canada,2016A000011124,v1,1,20048000
1/1/1966,Newfoundland and Labrador,2016A000210,v2,2,494000
1/1/1966,Prince Edward Island,2016A000211,v8,3,109000
1/1/1966,Nova Scotia,2016A000212,v9,4,757000
1/1/1966,New Brunswick,2016A000213,v10,5,617000
1/1/1966,Quebec,2016A000224,v11,6,5787000
1/1/1966,Ontario,2016A000235,v12,7,6977000
1/1/1966,Manitoba,2016A000246,v13,8,963000
1/1/1966,Saskatchewan,2016A000247,v14,9,956000
1/1/1966,Alberta,2016A000248,v15,10,1465000
1/1/1966,British Columbia,2016A000259,v3,11,1880000
1/1/1966,Yukon,2016A000260,v4,12,14000
1/1/1966,Northwest Territories including Nunavut,,v5,13,29000
1/1/1966,Canada,2016A000011124,v1,1,20146000
1/1/1966,Newfoundland and Labrador,2016A000210,v2,2,496000
1/1/1966,Prince Edward Island,2016A000211,v8,3,109000
1/1/1966,Nova Scotia,2016A000212,v9,4,756000
1/1/1966,New Brunswick,2016A000213,v10,5,617000
1/1/1966,Quebec,2016A000224,v11,6,5808000
1/1/1966,Ontario,2016A000235,v12,7,7025000
1/1/1966,Manitoba,2016A000246,v13,8,959000
1/1/1966,Saskatchewan,2016A000247,v14,9,957000
1/1/1966,Alberta,2016A000248,v15,10,1470000
1/1/1966,British Columbia,2016A000259,v3,11,1905000
1/1/1966,Yukon,2016A000260,v4,12,15000
1/1/1966,Northwest Territories including Nunavut,,v5,13,29000
1/1/1967,Canada,2016A000011124,v1,1,20228000
1/1/1967,Newfoundland and Labrador,2016A000210,v2,2,496000
1/1/1967,Prince Edward Island,2016A000211,v8,3,109000
1/1/1967,Nova Scotia,2016A000212,v9,4,757000
1/1/1967,New Brunswick,2016A000213,v10,5,618000
1/1/1967,Quebec,2016A000224,v11,6,5826000
1/1/1967,Ontario,2016A000235,v12,7,7063000
1/1/1967,Manitoba,2016A000246,v13,8,958000
1/1/1967,Saskatchewan,2016A000247,v14,9,955000
1/1/1967,Alberta,2016A000248,v15,10,1476000
1/1/1967,British Columbia,2016A000259,v3,11,1926000
1/1/1967,Yukon,2016A000260,v4,12,15000
1/1/1967,Northwest Territories including Nunavut,,v5,13,29000
1/1/1967,Canada,2016A000011124,v1,1,20306000
1/1/1967,Newfoundland and Labrador,2016A000210,v2,2,498000
1/1/1967,Prince Edward Island,2016A000211,v8,3,109000
1/1/1967,Nova Scotia,2016A000212,v9,4,758000
1/1/1967,New Brunswick,2016A000213,v10,5,619000
1/1/1967,Quebec,2016A000224,v11,6,5846000
1/1/1967,Ontario,2016A000235,v12,7,7096000
1/1/1967,Manitoba,2016A000246,v13,8,961000
1/1/1967,Saskatchewan,2016A000247,v14,9,955000
1/1/1967,Alberta,2016A000248,v15,10,1483000
1/1/1967,British Columbia,2016A000259,v3,11,1937000
1/1/1967,Yukon,2016A000260,v4,12,15000
1/1/1967,Northwest Territories including Nunavut,,v5,13,29000
1/1/1967,Canada,2016A000011124,v1,1,20412000
1/1/1967,Newfoundland and Labrador,2016A000210,v2,2,500000
1/1/1967,Prince Edward Island,2016A000211,v8,3,109000
1/1/1967,Nova Scotia,2016A000212,v9,4,761000
1/1/1967,New Brunswick,2016A000213,v10,5,621000
1/1/1967,Quebec,2016A000224,v11,6,5870000
1/1/1967,Ontario,2016A000235,v12,7,7142000
1/1/1967,Manitoba,2016A000246,v13,8,964000
1/1/1967,Saskatchewan,2016A000247,v14,9,958000
1/1/1967,Alberta,2016A000248,v15,10,1493000
1/1/1967,British Columbia,2016A000259,v3,11,1950000
1/1/1967,Yukon,2016A000260,v4,12,15000
1/1/1967,Northwest Territories including Nunavut,,v5,13,29000
1/1/1967,Canada,2016A000011124,v1,1,20509000
1/1/1967,Newfoundland and Labrador,2016A000210,v2,2,502000
1/1/1967,Prince Edward Island,2016A000211,v8,3,109000
1/1/1967,Nova Scotia,2016A000212,v9,4,762000
1/1/1967,New Brunswick,2016A000213,v10,5,622000
1/1/1967,Quebec,2016A000224,v11,6,5888000
1/1/1967,Ontario,2016A000235,v12,7,7186000
1/1/1967,Manitoba,2016A000246,v13,8,966000
1/1/1967,Saskatchewan,2016A000247,v14,9,959000
1/1/1967,Alberta,2016A000248,v15,10,1501000
1/1/1967,British Columbia,2016A000259,v3,11,1970000
1/1/1967,Yukon,2016A000260,v4,12,15000
1/1/1967,Northwest Territories including Nunavut,,v5,13,29000
1/1/1968,Canada,2016A000011124,v1,1,20581000
1/1/1968,Newfoundland and Labrador,2016A000210,v2,2,503000
1/1/1968,Prince Edward Island,2016A000211,v8,3,110000
1/1/1968,Nova Scotia,2016A000212,v9,4,764000
1/1/1968,New Brunswick,2016A000213,v10,5,623000
1/1/1968,Quebec,2016A000224,v11,6,5902000
1/1/1968,Ontario,2016A000235,v12,7,7213000
1/1/1968,Manitoba,2016A000246,v13,8,966000
1/1/1968,Saskatchewan,2016A000247,v14,9,957000
1/1/1968,Alberta,2016A000248,v15,10,1510000
1/1/1968,British Columbia,2016A000259,v3,11,1988000
1/1/1968,Yukon,2016A000260,v4,12,15000
1/1/1968,Northwest Territories including Nunavut,,v5,13,30000
1/1/1968,Canada,2016A000011124,v1,1,20644000
1/1/1968,Newfoundland and Labrador,2016A000210,v2,2,505000
1/1/1968,Prince Edward Island,2016A000211,v8,3,110000
1/1/1968,Nova Scotia,2016A000212,v9,4,765000
1/1/1968,New Brunswick,2016A000213,v10,5,624000
1/1/1968,Quebec,2016A000224,v11,6,5916000
1/1/1968,Ontario,2016A000235,v12,7,7238000
1/1/1968,Manitoba,2016A000246,v13,8,968000
1/1/1968,Saskatchewan,2016A000247,v14,9,959000
1/1/1968,Alberta,2016A000248,v15,10,1518000
1/1/1968,British Columbia,2016A000259,v3,11,1996000
1/1/1968,Yukon,2016A000260,v4,12,15000
1/1/1968,Northwest Territories including Nunavut,,v5,13,30000
1/1/1968,Canada,2016A000011124,v1,1,20729000
1/1/1968,Newfoundland and Labrador,2016A000210,v2,2,507000
1/1/1968,Prince Edward Island,2016A000211,v8,3,110000
1/1/1968,Nova Scotia,2016A000212,v9,4,768000
1/1/1968,New Brunswick,2016A000213,v10,5,626000
1/1/1968,Quebec,2016A000224,v11,6,5931000
1/1/1968,Ontario,2016A000235,v12,7,7275000
1/1/1968,Manitoba,2016A000246,v13,8,972000
1/1/1968,Saskatchewan,2016A000247,v14,9,961000
1/1/1968,Alberta,2016A000248,v15,10,1527000
1/1/1968,British Columbia,2016A000259,v3,11,2006000
1/1/1968,Yukon,2016A000260,v4,12,16000
1/1/1968,Northwest Territories including Nunavut,,v5,13,30000
1/1/1968,Canada,2016A000011124,v1,1,20814000
1/1/1968,Newfoundland and Labrador,2016A000210,v2,2,509000
1/1/1968,Prince Edward Island,2016A000211,v8,3,111000
1/1/1968,Nova Scotia,2016A000212,v9,4,771000
1/1/1968,New Brunswick,2016A000213,v10,5,628000
1/1/1968,Quebec,2016A000224,v11,6,5949000
1/1/1968,Ontario,2016A000235,v12,7,7305000
1/1/1968,Manitoba,2016A000246,v13,8,974000
1/1/1968,Saskatchewan,2016A000247,v14,9,962000
1/1/1968,Alberta,2016A000248,v15,10,1536000
1/1/1968,British Columbia,2016A000259,v3,11,2023000
1/1/1968,Yukon,2016A000260,v4,12,16000
1/1/1968,Northwest Territories including Nunavut,,v5,13,30000
1/1/1969,Canada,2016A000011124,v1,1,20888000
1/1/1969,Newfoundland and Labrador,2016A000210,v2,2,511000
1/1/1969,Prince Edward Island,2016A000211,v8,3,111000
1/1/1969,Nova Scotia,2016A000212,v9,4,771000
1/1/1969,New Brunswick,2016A000213,v10,5,627000
1/1/1969,Quebec,2016A000224,v11,6,5961000
1/1/1969,Ontario,2016A000235,v12,7,7338000
1/1/1969,Manitoba,2016A000246,v13,8,975000
