REF_DATE,GEO,DGUID,VECTOR,COORDINATE,Population estimate
1/1/1987,Prince Edward Island,2016A000211,v8,3,128758
1/1/1987,Nova Scotia,2016A000212,v9,4,894585
1/1/1987,New Brunswick,2016A000213,v10,5,728100
1/1/1987,Quebec,2016A000224,v11,6,6796640
1/1/1987,Ontario,2016A000235,v12,7,9702789
1/1/1987,Manitoba,2016A000246,v13,8,1098195
1/1/1987,Saskatchewan,2016A000247,v14,9,1031995
1/1/1987,Alberta,2016A000248,v15,10,2437537
1/1/1987,British Columbia,2016A000259,v3,11,3068995
1/1/1987,Yukon,2016A000260,v4,12,25808
1/1/1987,Northwest Territories including Nunavut,,v5,13,54874
1/1/1988,Canada,2016A000011124,v1,1,26602328
1/1/1988,Newfoundland and Labrador,2016A000210,v2,2,574543
1/1/1988,Prince Edward Island,2016A000211,v8,3,129152
1/1/1988,Nova Scotia,2016A000212,v9,4,894600
1/1/1988,New Brunswick,2016A000213,v10,5,728401
1/1/1988,Quebec,2016A000224,v11,6,6805203
1/1/1988,Ontario,2016A000235,v12,7,9735171
1/1/1988,Manitoba,2016A000246,v13,8,1099782
1/1/1988,Saskatchewan,2016A000247,v14,9,1029527
1/1/1988,Alberta,2016A000248,v15,10,2443396
1/1/1988,British Columbia,2016A000259,v3,11,3081368
1/1/1988,Yukon,2016A000260,v4,12,25902
1/1/1988,Northwest Territories including Nunavut,,v5,13,55283
1/1/1988,Canada,2016A000011124,v1,1,26679165
1/1/1988,Newfoundland and Labrador,2016A000210,v2,2,574912
1/1/1988,Prince Edward Island,2016A000211,v8,3,129242
1/1/1988,Nova Scotia,2016A000212,v9,4,895638
1/1/1988,New Brunswick,2016A000213,v10,5,729079
1/1/1988,Quebec,2016A000224,v11,6,6818248
1/1/1988,Ontario,2016A000235,v12,7,9774964
1/1/1988,Manitoba,2016A000246,v13,8,1101404
1/1/1988,Saskatchewan,2016A000247,v14,9,1028590
1/1/1988,Alberta,2016A000248,v15,10,2450646
1/1/1988,British Columbia,2016A000259,v3,11,3094274
1/1/1988,Yukon,2016A000260,v4,12,26335
1/1/1988,Northwest Territories including Nunavut,,v5,13,55833
1/1/1988,Canada,2016A000011124,v1,1,26791747
1/1/1988,Newfoundland and Labrador,2016A000210,v2,2,574982
1/1/1988,Prince Edward Island,2016A000211,v8,3,129289
1/1/1988,Nova Scotia,2016A000212,v9,4,897216
1/1/1988,New Brunswick,2016A000213,v10,5,730349
1/1/1988,Quebec,2016A000224,v11,6,6837077
1/1/1988,Ontario,2016A000235,v12,7,9838620
1/1/1988,Manitoba,2016A000246,v13,8,1102152
1/1/1988,Saskatchewan,2016A000247,v14,9,1028225
1/1/1988,Alberta,2016A000248,v15,10,2456614
1/1/1988,British Columbia,2016A000259,v3,11,3114761
1/1/1988,Yukon,2016A000260,v4,12,26653
1/1/1988,Northwest Territories including Nunavut,,v5,13,55809
1/1/1988,Canada,2016A000011124,v1,1,26932655
1/1/1988,Newfoundland and Labrador,2016A000210,v2,2,574645
1/1/1988,Prince Edward Island,2016A000211,v8,3,129327
1/1/1988,Nova Scotia,2016A000212,v9,4,899462
1/1/1988,New Brunswick,2016A000213,v10,5,731671
1/1/1988,Quebec,2016A000224,v11,6,6864044
1/1/1988,Ontario,2016A000235,v12,7,9917210
1/1/1988,Manitoba,2016A000246,v13,8,1101074
1/1/1988,Saskatchewan,2016A000247,v14,9,1025453
1/1/1988,Alberta,2016A000248,v15,10,2465242
1/1/1988,British Columbia,2016A000259,v3,11,3141854
1/1/1988,Yukon,2016A000260,v4,12,26582
1/1/1988,Northwest Territories including Nunavut,,v5,13,56091
1/1/1989,Canada,2016A000011124,v1,1,27032356
1/1/1989,Newfoundland and Labrador,2016A000210,v2,2,575626
1/1/1989,Prince Edward Island,2016A000211,v8,3,129984
1/1/1989,Nova Scotia,2016A000212,v9,4,900270
1/1/1989,New Brunswick,2016A000213,v10,5,732462
1/1/1989,Quebec,2016A000224,v11,6,6882602
1/1/1989,Ontario,2016A000235,v12,7,9969308
1/1/1989,Manitoba,2016A000246,v13,8,1101544
1/1/1989,Saskatchewan,2016A000247,v14,9,1021497
1/1/1989,Alberta,2016A000248,v15,10,2477533
1/1/1989,British Columbia,2016A000259,v3,11,3158092
1/1/1989,Yukon,2016A000260,v4,12,26898
1/1/1989,Northwest Territories including Nunavut,,v5,13,56540
1/1/1989,Canada,2016A000011124,v1,1,27147776
1/1/1989,Newfoundland and Labrador,2016A000210,v2,2,576458
1/1/1989,Prince Edward Island,2016A000211,v8,3,130192
1/1/1989,Nova Scotia,2016A000212,v9,4,901341
1/1/1989,New Brunswick,2016A000213,v10,5,733872
1/1/1989,Quebec,2016A000224,v11,6,6903228
1/1/1989,Ontario,2016A000235,v12,7,10031922
1/1/1989,Manitoba,2016A000246,v13,8,1102669
1/1/1989,Saskatchewan,2016A000247,v14,9,1020302
1/1/1989,Alberta,2016A000248,v15,10,2489032
1/1/1989,British Columbia,2016A000259,v3,11,3174623
1/1/1989,Yukon,2016A000260,v4,12,27053
1/1/1989,Northwest Territories including Nunavut,,v5,13,57084
1/1/1989,Canada,2016A000011124,v1,1,27276781
1/1/1989,Newfoundland and Labrador,2016A000210,v2,2,576551
1/1/1989,Prince Edward Island,2016A000211,v8,3,130153
1/1/1989,Nova Scotia,2016A000212,v9,4,903841
1/1/1989,New Brunswick,2016A000213,v10,5,735129
1/1/1989,Quebec,2016A000224,v11,6,6925128
1/1/1989,Ontario,2016A000235,v12,7,10103305
1/1/1989,Manitoba,2016A000246,v13,8,1103792
1/1/1989,Saskatchewan,2016A000247,v14,9,1019439
1/1/1989,Alberta,2016A000248,v15,10,2498325
1/1/1989,British Columbia,2016A000259,v3,11,3196725
1/1/1989,Yukon,2016A000260,v4,12,27167
1/1/1989,Northwest Territories including Nunavut,,v5,13,57226
1/1/1989,Canada,2016A000011124,v1,1,27402695
1/1/1989,Newfoundland and Labrador,2016A000210,v2,2,575594
1/1/1989,Prince Edward Island,2016A000211,v8,3,129900
1/1/1989,Nova Scotia,2016A000212,v9,4,906644
1/1/1989,New Brunswick,2016A000213,v10,5,736352
1/1/1989,Quebec,2016A000224,v11,6,6946945
1/1/1989,Ontario,2016A000235,v12,7,10167642
1/1/1989,Manitoba,2016A000246,v13,8,1102522
1/1/1989,Saskatchewan,2016A000247,v14,9,1016043
1/1/1989,Alberta,2016A000248,v15,10,2507203
1/1/1989,British Columbia,2016A000259,v3,11,3229220
1/1/1989,Yukon,2016A000260,v4,12,27197
1/1/1989,Northwest Territories including Nunavut,,v5,13,57433
1/1/1990,Canada,2016A000011124,v1,1,27463550
1/1/1990,Newfoundland and Labrador,2016A000210,v2,2,576278
1/1/1990,Prince Edward Island,2016A000211,v8,3,130336
1/1/1990,Nova Scotia,2016A000212,v9,4,907394
1/1/1990,New Brunswick,2016A000213,v10,5,737307
1/1/1990,Quebec,2016A000224,v11,6,6955119
1/1/1990,Ontario,2016A000235,v12,7,10189985
1/1/1990,Manitoba,2016A000246,v13,8,1102752
1/1/1990,Saskatchewan,2016A000247,v14,9,1011429
1/1/1990,Alberta,2016A000248,v15,10,2520056
1/1/1990,British Columbia,2016A000259,v3,11,3247419
1/1/1990,Yukon,2016A000260,v4,12,27605
1/1/1990,Northwest Territories including Nunavut,,v5,13,57870
1/1/1990,Canada,2016A000011124,v1,1,27567161
1/1/1990,Newfoundland and Labrador,2016A000210,v2,2,577167
1/1/1990,Prince Edward Island,2016A000211,v8,3,130468
1/1/1990,Nova Scotia,2016A000212,v9,4,908444
1/1/1990,New Brunswick,2016A000213,v10,5,738744
1/1/1990,Quebec,2016A000224,v11,6,6973762
1/1/1990,Ontario,2016A000235,v12,7,10238884
1/1/1990,Manitoba,2016A000246,v13,8,1103935
1/1/1990,Saskatchewan,2016A000247,v14,9,1009952
1/1/1990,Alberta,2016A000248,v15,10,2532621
1/1/1990,British Columbia,2016A000259,v3,11,3266888
1/1/1990,Yukon,2016A000260,v4,12,27824
1/1/1990,Northwest Territories including Nunavut,,v5,13,58472
1/1/1990,Canada,2016A000011124,v1,1,27691138
1/1/1990,Newfoundland and Labrador,2016A000210,v2,2,577368
1/1/1990,Prince Edward Island,2016A000211,v8,3,130404
1/1/1990,Nova Scotia,2016A000212,v9,4,910451
1/1/1990,New Brunswick,2016A000213,v10,5,740156
1/1/1990,Quebec,2016A000224,v11,6,6996986
1/1/1990,Ontario,2016A000235,v12,7,10295832
1/1/1990,Manitoba,2016A000246,v13,8,1105421
1/1/1990,Saskatchewan,2016A000247,v14,9,1007727
1/1/1990,Alberta,2016A000248,v15,10,2547788
1/1/1990,British Columbia,2016A000259,v3,11,3292111
1/1/1990,Yukon,2016A000260,v4,12,27957
1/1/1990,Northwest Territories including Nunavut,,v5,13,58937
1/1/1990,Canada,2016A000011124,v1,1,27807591
1/1/1990,Newfoundland and Labrador,2016A000210,v2,2,577113
1/1/1990,Prince Edward Island,2016A000211,v8,3,130367
1/1/1990,Nova Scotia,2016A000212,v9,4,911749
1/1/1990,New Brunswick,2016A000213,v10,5,741981
1/1/1990,Quebec,2016A000224,v11,6,7019039
1/1/1990,Ontario,2016A000235,v12,7,10344678
1/1/1990,Manitoba,2016A000246,v13,8,1105098
1/1/1990,Saskatchewan,2016A000247,v14,9,1004214
1/1/1990,Alberta,2016A000248,v15,10,2563142
1/1/1990,British Columbia,2016A000259,v3,11,3322896
1/1/1990,Yukon,2016A000260,v4,12,28023
1/1/1990,Northwest Territories including Nunavut,,v5,13,59291
1/1/1991,Canada,2016A000011124,v1,1,27854861
1/1/1991,Newfoundland and Labrador,2016A000210,v2,2,577377
1/1/1991,Prince Edward Island,2016A000211,v8,3,130477
1/1/1991,Nova Scotia,2016A000212,v9,4,912792
1/1/1991,New Brunswick,2016A000213,v10,5,743210
1/1/1991,Quebec,2016A000224,v11,6,7026241
1/1/1991,Ontario,2016A000235,v12,7,10355101
1/1/1991,Manitoba,2016A000246,v13,8,1106196
1/1/1991,Saskatchewan,2016A000247,v14,9,1002651
1/1/1991,Alberta,2016A000248,v15,10,2572947
1/1/1991,British Columbia,2016A000259,v3,11,3339935
1/1/1991,Yukon,2016A000260,v4,12,28223
1/1/1991,Northwest Territories including Nunavut,,v5,13,59711
1/1/1991,Canada,2016A000011124,v1,1,27928837
1/1/1991,Newfoundland and Labrador,2016A000210,v2,2,578397
1/1/1991,Prince Edward Island,2016A000211,v8,3,130453
1/1/1991,Nova Scotia,2016A000212,v9,4,912889
1/1/1991,New Brunswick,2016A000213,v10,5,744203
1/1/1991,Quebec,2016A000224,v11,6,7044395
1/1/1991,Ontario,2016A000235,v12,7,10385937
1/1/1991,Manitoba,2016A000246,v13,8,1107757
1/1/1991,Saskatchewan,2016A000247,v14,9,1002876
1/1/1991,Alberta,2016A000248,v15,10,2580625
1/1/1991,British Columbia,2016A000259,v3,11,3352585
1/1/1991,Yukon,2016A000260,v4,12,28494
1/1/1991,Northwest Territories including Nunavut,,v5,13,60226
1/1/1991,Canada,2016A000011124,v1,1,28037420
1/1/1991,Newfoundland and Labrador,2016A000210,v2,2,579644
1/1/1991,Prince Edward Island,2016A000211,v8,3,130369
1/1/1991,Nova Scotia,2016A000212,v9,4,914969
1/1/1991,New Brunswick,2016A000213,v10,5,745567
1/1/1991,Quebec,2016A000224,v11,6,7067396
1/1/1991,Ontario,2016A000235,v12,7,10431316
1/1/1991,Manitoba,2016A000246,v13,8,1109604
1/1/1991,Saskatchewan,2016A000247,v14,9,1002713
1/1/1991,Alberta,2016A000248,v15,10,2592306
1/1/1991,British Columbia,2016A000259,v3,11,3373787
1/1/1991,Yukon,2016A000260,v4,12,28871
1/1/1991,Northwest Territories including Nunavut,,v5,13,60878
1/1/1991,Northwest Territories,2016A000261,v6,14,38724
1/1/1991,Nunavut,2016A000262,v7,15,22154
1/1/1991,Canada,2016A000011124,v1,1,28127327
1/1/1991,Newfoundland and Labrador,2016A000210,v2,2,579549
1/1/1991,Prince Edward Island,2016A000211,v8,3,130360
1/1/1991,Nova Scotia,2016A000212,v9,4,916896
1/1/1991,New Brunswick,2016A000213,v10,5,745886
1/1/1991,Quebec,2016A000224,v11,6,7080336
1/1/1991,Ontario,2016A000235,v12,7,10465562
1/1/1991,Manitoba,2016A000246,v13,8,1109400
1/1/1991,Saskatchewan,2016A000247,v14,9,1000942
1/1/1991,Alberta,2016A000248,v15,10,2604031
1/1/1991,British Columbia,2016A000259,v3,11,3404049
1/1/1991,Yukon,2016A000260,v4,12,29142
1/1/1991,Northwest Territories,2016A000261,v6,14,38854
1/1/1991,Nunavut,2016A000262,v7,15,22320
1/1/1992,Canada,2016A000011124,v1,1,28181477
1/1/1992,Newfoundland and Labrador,2016A000210,v2,2,579425
1/1/1992,Prince Edward Island,2016A000211,v8,3,130604
1/1/1992,Nova Scotia,2016A000212,v9,4,917302
1/1/1992,New Brunswick,2016A000213,v10,5,746571
1/1/1992,Quebec,2016A000224,v11,6,7082645
1/1/1992,Ontario,2016A000235,v12,7,10488022
1/1/1992,Manitoba,2016A000246,v13,8,1109978
1/1/1992,Saskatchewan,2016A000247,v14,9,1001136
1/1/1992,Alberta,2016A000248,v15,10,2611786
1/1/1992,British Columbia,2016A000259,v3,11,3423217
1/1/1992,Yukon,2016A000260,v4,12,29239
1/1/1992,Northwest Territories,2016A000261,v6,14,39055
1/1/1992,Nunavut,2016A000262,v7,15,22497
1/1/1992,Canada,2016A000011124,v1,1,28269699
1/1/1992,Newfoundland and Labrador,2016A000210,v2,2,579761
1/1/1992,Prince Edward Island,2016A000211,v8,3,130812
1/1/1992,Nova Scotia,2016A000212,v9,4,917555
1/1/1992,New Brunswick,2016A000213,v10,5,747232
1/1/1992,Quebec,2016A000224,v11,6,7096705
1/1/1992,Ontario,2016A000235,v12,7,10528346
1/1/1992,Manitoba,2016A000246,v13,8,1111050
1/1/1992,Saskatchewan,2016A000247,v14,9,1002831
1/1/1992,Alberta,2016A000248,v15,10,2620771
1/1/1992,British Columbia,2016A000259,v3,11,3443237
1/1/1992,Yukon,2016A000260,v4,12,29510
1/1/1992,Northwest Territories,2016A000261,v6,14,39230
1/1/1992,Nunavut,2016A000262,v7,15,22659
1/1/1992,Canada,2016A000011124,v1,1,28371264
1/1/1992,Newfoundland and Labrador,2016A000210,v2,2,580109
1/1/1992,Prince Edward Island,2016A000211,v8,3,130827
1/1/1992,Nova Scotia,2016A000212,v9,4,919451
1/1/1992,New Brunswick,2016A000213,v10,5,748121
1/1/1992,Quebec,2016A000224,v11,6,7110010
1/1/1992,Ontario,2016A000235,v12,7,10572205
1/1/1992,Manitoba,2016A000246,v13,8,1112689
1/1/1992,Saskatchewan,2016A000247,v14,9,1003995
1/1/1992,Alberta,2016A000248,v15,10,2632672
1/1/1992,British Columbia,2016A000259,v3,11,3468802
1/1/1992,Yukon,2016A000260,v4,12,30084
1/1/1992,Northwest Territories,2016A000261,v6,14,39416
1/1/1992,Nunavut,2016A000262,v7,15,22883
1/1/1992,Canada,2016A000011124,v1,1,28474177
1/1/1992,Newfoundland and Labrador,2016A000210,v2,2,579624
1/1/1992,Prince Edward Island,2016A000211,v8,3,131201
1/1/1992,Nova Scotia,2016A000212,v9,4,921619
1/1/1992,New Brunswick,2016A000213,v10,5,747746
1/1/1992,Quebec,2016A000224,v11,6,7129062
1/1/1992,Ontario,2016A000235,v12,7,10610665
1/1/1992,Manitoba,2016A000246,v13,8,1113209
1/1/1992,Saskatchewan,2016A000247,v14,9,1002960
1/1/1992,Alberta,2016A000248,v15,10,2643421
1/1/1992,British Columbia,2016A000259,v3,11,3502209
1/1/1992,Yukon,2016A000260,v4,12,30034
1/1/1992,Northwest Territories,2016A000261,v6,14,39422
1/1/1992,Nunavut,2016A000262,v7,15,23005
1/1/1993,Canada,2016A000011124,v1,1,28533602
1/1/1993,Newfoundland and Labrador,2016A000210,v2,2,580819
1/1/1993,Prince Edward Island,2016A000211,v8,3,131564
1/1/1993,Nova Scotia,2016A000212,v9,4,922128
1/1/1993,New Brunswick,2016A000213,v10,5,747892
1/1/1993,Quebec,2016A000224,v11,6,7137514
1/1/1993,Ontario,2016A000235,v12,7,10629994
1/1/1993,Manitoba,2016A000246,v13,8,1114180
1/1/1993,Saskatchewan,2016A000247,v14,9,1003443
1/1/1993,Alberta,2016A000248,v15,10,2650886
1/1/1993,British Columbia,2016A000259,v3,11,3522509
1/1/1993,Yukon,2016A000260,v4,12,29964
1/1/1993,Northwest Territories,2016A000261,v6,14,39538
1/1/1993,Nunavut,2016A000262,v7,15,23171
1/1/1993,Canada,2016A000011124,v1,1,28600864
1/1/1993,Newfoundland and Labrador,2016A000210,v2,2,580369
1/1/1993,Prince Edward Island,2016A000211,v8,3,131833
1/1/1993,Nova Scotia,2016A000212,v9,4,922469
1/1/1993,New Brunswick,2016A000213,v10,5,748320
1/1/1993,Quebec,2016A000224,v11,6,7147047
1/1/1993,Ontario,2016A000235,v12,7,10656924
1/1/1993,Manitoba,2016A000246,v13,8,1115554
1/1/1993,Saskatchewan,2016A000247,v14,9,1005037
1/1/1993,Alberta,2016A000248,v15,10,2658293
1/1/1993,British Columbia,2016A000259,v3,11,3541936
1/1/1993,Yukon,2016A000260,v4,12,30112
1/1/1993,Northwest Territories,2016A000261,v6,14,39649
1/1/1993,Nunavut,2016A000262,v7,15,23321
1/1/1993,Canada,2016A000011124,v1,1,28684764
1/1/1993,Newfoundland and Labrador,2016A000210,v2,2,579977
1/1/1993,Prince Edward Island,2016A000211,v8,3,132177
1/1/1993,Nova Scotia,2016A000212,v9,4,923925
1/1/1993,New Brunswick,2016A000213,v10,5,748812
1/1/1993,Quebec,2016A000224,v11,6,7156537
1/1/1993,Ontario,2016A000235,v12,7,10690038
1/1/1993,Manitoba,2016A000246,v13,8,1117618
1/1/1993,Saskatchewan,2016A000247,v14,9,1006900
1/1/1993,Alberta,2016A000248,v15,10,2667292
1/1/1993,British Columbia,2016A000259,v3,11,3567772
1/1/1993,Yukon,2016A000260,v4,12,30337
1/1/1993,Northwest Territories,2016A000261,v6,14,39820
1/1/1993,Nunavut,2016A000262,v7,15,23559
1/1/1993,Canada,2016A000011124,v1,1,28786619
1/1/1993,Newfoundland and Labrador,2016A000210,v2,2,578194
1/1/1993,Prince Edward Island,2016A000211,v8,3,132467
1/1/1993,Nova Scotia,2016A000212,v9,4,925851
1/1/1993,New Brunswick,2016A000213,v10,5,749454
1/1/1993,Quebec,2016A000224,v11,6,7172016
1/1/1993,Ontario,2016A000235,v12,7,10728737
1/1/1993,Manitoba,2016A000246,v13,8,1118603
1/1/1993,Saskatchewan,2016A000247,v14,9,1007016
1/1/1993,Alberta,2016A000248,v15,10,2678623
1/1/1993,British Columbia,2016A000259,v3,11,3601746
1/1/1993,Yukon,2016A000260,v4,12,30016
1/1/1993,Northwest Territories,2016A000261,v6,14,40095
1/1/1993,Nunavut,2016A000262,v7,15,23801
1/1/1994,Canada,2016A000011124,v1,1,28835772
1/1/1994,Newfoundland and Labrador,2016A000210,v2,2,577128
1/1/1994,Prince Edward Island,2016A000211,v8,3,132752
1/1/1994,Nova Scotia,2016A000212,v9,4,925852
1/1/1994,New Brunswick,2016A000213,v10,5,749531
1/1/1994,Quebec,2016A000224,v11,6,7177923
1/1/1994,Ontario,2016A000235,v12,7,10744762
1/1/1994,Manitoba,2016A000246,v13,8,1119284
1/1/1994,Saskatchewan,2016A000247,v14,9,1007554
1/1/1994,Alberta,2016A000248,v15,10,2683346
1/1/1994,British Columbia,2016A000259,v3,11,3623717
1/1/1994,Yukon,2016A000260,v4,12,29670
1/1/1994,Northwest Territories,2016A000261,v6,14,40273
1/1/1994,Nunavut,2016A000262,v7,15,23980
1/1/1994,Canada,2016A000011124,v1,1,28907448
1/1/1994,Newfoundland and Labrador,2016A000210,v2,2,575670
1/1/1994,Prince Edward Island,2016A000211,v8,3,133030
1/1/1994,Nova Scotia,2016A000212,v9,4,926109
1/1/1994,New Brunswick,2016A000213,v10,5,749473
1/1/1994,Quebec,2016A000224,v11,6,7184599
1/1/1994,Ontario,2016A000235,v12,7,10776819
1/1/1994,Manitoba,2016A000246,v13,8,1120863
1/1/1994,Saskatchewan,2016A000247,v14,9,1008540
1/1/1994,Alberta,2016A000248,v15,10,2691443
1/1/1994,British Columbia,2016A000259,v3,11,3646632
1/1/1994,Yukon,2016A000260,v4,12,29682
1/1/1994,Northwest Territories,2016A000261,v6,14,40383
1/1/1994,Nunavut,2016A000262,v7,15,24205
1/1/1994,Canada,2016A000011124,v1,1,29000663
1/1/1994,Newfoundland and Labrador,2016A000210,v2,2,574466
1/1/1994,Prince Edward Island,2016A000211,v8,3,133437
1/1/1994,Nova Scotia,2016A000212,v9,4,926871
1/1/1994,New Brunswick,2016A000213,v10,5,750185
1/1/1994,Quebec,2016A000224,v11,6,7192403
1/1/1994,Ontario,2016A000235,v12,7,10819146
1/1/1994,Manitoba,2016A000246,v13,8,1123230
1/1/1994,Saskatchewan,2016A000247,v14,9,1009575
1/1/1994,Alberta,2016A000248,v15,10,2700606
1/1/1994,British Columbia,2016A000259,v3,11,3676075
1/1/1994,Yukon,2016A000260,v4,12,29684
1/1/1994,Northwest Territories,2016A000261,v6,14,40578
1/1/1994,Nunavut,2016A000262,v7,15,24407
1/1/1994,Canada,2016A000011124,v1,1,29096372
1/1/1994,Newfoundland and Labrador,2016A000210,v2,2,572068
1/1/1994,Prince Edward Island,2016A000211,v8,3,133800
1/1/1994,Nova Scotia,2016A000212,v9,4,927778
1/1/1994,New Brunswick,2016A000213,v10,5,750670
1/1/1994,Quebec,2016A000224,v11,6,7201106
1/1/1994,Ontario,2016A000235,v12,7,10860406
1/1/1994,Manitoba,2016A000246,v13,8,1124263
1/1/1994,Saskatchewan,2016A000247,v14,9,1010784
1/1/1994,Alberta,2016A000248,v15,10,2709011
1/1/1994,British Columbia,2016A000259,v3,11,3711468
1/1/1994,Yukon,2016A000260,v4,12,29606
1/1/1994,Northwest Territories,2016A000261,v6,14,40875
1/1/1994,Nunavut,2016A000262,v7,15,24537
1/1/1995,Canada,2016A000011124,v1,1,29141902
1/1/1995,Newfoundland and Labrador,2016A000210,v2,2,570563
1/1/1995,Prince Edward Island,2016A000211,v8,3,134060
1/1/1995,Nova Scotia,2016A000212,v9,4,927395
1/1/1995,New Brunswick,2016A000213,v10,5,750819
1/1/1995,Quebec,2016A000224,v11,6,7205074
1/1/1995,Ontario,2016A000235,v12,7,10875308
1/1/1995,Manitoba,2016A000246,v13,8,1124947
1/1/1995,Saskatchewan,2016A000247,v14,9,1011784
1/1/1995,Alberta,2016A000248,v15,10,2715701
1/1/1995,British Columbia,2016A000259,v3,11,3730564
1/1/1995,Yukon,2016A000260,v4,12,29882
1/1/1995,Northwest Territories,2016A000261,v6,14,41114
1/1/1995,Nunavut,2016A000262,v7,15,24691
1/1/1995,Canada,2016A000011124,v1,1,29211541
1/1/1995,Newfoundland and Labrador,2016A000210,v2,2,569068
1/1/1995,Prince Edward Island,2016A000211,v8,3,134175
1/1/1995,Nova Scotia,2016A000212,v9,4,927641
1/1/1995,New Brunswick,2016A000213,v10,5,750692
1/1/1995,Quebec,2016A000224,v11,6,7210305
1/1/1995,Ontario,2016A000235,v12,7,10906895
1/1/1995,Manitoba,2016A000246,v13,8,1127234
1/1/1995,Saskatchewan,2016A000247,v14,9,1012795
1/1/1995,Alberta,2016A000248,v15,10,2724946
1/1/1995,British Columbia,2016A000259,v3,11,3751377
1/1/1995,Yukon,2016A000260,v4,12,30143
1/1/1995,Northwest Territories,2016A000261,v6,14,41407
1/1/1995,Nunavut,2016A000262,v7,15,24863
1/1/1995,Canada,2016A000011124,v1,1,29302311
1/1/1995,Newfoundland and Labrador,2016A000210,v2,2,567397
1/1/1995,Prince Edward Island,2016A000211,v8,3,134415
1/1/1995,Nova Scotia,2016A000212,v9,4,928120
1/1/1995,New Brunswick,2016A000213,v10,5,750943
1/1/1995,Quebec,2016A000224,v11,6,7219219
1/1/1995,Ontario,2016A000235,v12,7,10950119
1/1/1995,Manitoba,2016A000246,v13,8,1129150
1/1/1995,Saskatchewan,2016A000247,v14,9,1014187
1/1/1995,Alberta,2016A000248,v15,10,2734519
1/1/1995,British Columbia,2016A000259,v3,11,3777390
1/1/1995,Yukon,2016A000260,v4,12,30442
1/1/1995,Northwest Territories,2016A000261,v6,14,41432
1/1/1995,Nunavut,2016A000262,v7,15,24978
1/1/1995,Canada,2016A000011124,v1,1,29396274
1/1/1995,Newfoundland and Labrador,2016A000210,v2,2,565008
1/1/1995,Prince Edward Island,2016A000211,v8,3,134971
1/1/1995,Nova Scotia,2016A000212,v9,4,930028
1/1/1995,New Brunswick,2016A000213,v10,5,751174
1/1/1995,Quebec,2016A000224,v11,6,7228600
1/1/1995,Ontario,2016A000235,v12,7,10993416
1/1/1995,Manitoba,2016A000246,v13,8,1129547
1/1/1995,Saskatchewan,2016A000247,v14,9,1015349
1/1/1995,Alberta,2016A000248,v15,10,2745255
1/1/1995,British Columbia,2016A000259,v3,11,3805461
1/1/1995,Yukon,2016A000260,v4,12,30875
1/1/1995,Northwest Territories,2016A000261,v6,14,41470
1/1/1995,Nunavut,2016A000262,v7,15,25120
1/1/1996,Canada,2016A000011124,v1,1,29446857
1/1/1996,Newfoundland and Labrador,2016A000210,v2,2,563679
1/1/1996,Prince Edward Island,2016A000211,v8,3,135119
1/1/1996,Nova Scotia,2016A000212,v9,4,929782
1/1/1996,New Brunswick,2016A000213,v10,5,751581
1/1/1996,Quebec,2016A000224,v11,6,7232952
1/1/1996,Ontario,2016A000235,v12,7,11009307
1/1/1996,Manitoba,2016A000246,v13,8,1130288
1/1/1996,Saskatchewan,2016A000247,v14,9,1016198
1/1/1996,Alberta,2016A000248,v15,10,2753463
1/1/1996,British Columbia,2016A000259,v3,11,3826739
1/1/1996,Yukon,2016A000260,v4,12,30963
1/1/1996,Northwest Territories,2016A000261,v6,14,41495
1/1/1996,Nunavut,2016A000262,v7,15,25291
1/1/1996,Canada,2016A000011124,v1,1,29514217
1/1/1996,Newfoundland and Labrador,2016A000210,v2,2,561646
1/1/1996,Prince Edward Island,2016A000211,v8,3,135311
1/1/1996,Nova Scotia,2016A000212,v9,4,929921
1/1/1996,New Brunswick,2016A000213,v10,5,751872
1/1/1996,Quebec,2016A000224,v11,6,7237307
1/1/1996,Ontario,2016A000235,v12,7,11037392
1/1/1996,Manitoba,2016A000246,v13,8,1132025
1/1/1996,Saskatchewan,2016A000247,v14,9,1017872
1/1/1996,Alberta,2016A000248,v15,10,2762903
1/1/1996,British Columbia,2016A000259,v3,11,3849847
1/1/1996,Yukon,2016A000260,v4,12,31142
1/1/1996,Northwest Territories,2016A000261,v6,14,41516
1/1/1996,Nunavut,2016A000262,v7,15,25463
1/1/1996,Canada,2016A000011124,v1,1,29610218
1/1/1996,Newfoundland and Labrador,2016A000210,v2,2,559698
1/1/1996,Prince Edward Island,2016A000211,v8,3,135737
1/1/1996,Nova Scotia,2016A000212,v9,4,931327
1/1/1996,New Brunswick,2016A000213,v10,5,752268
1/1/1996,Quebec,2016A000224,v11,6,7246897
1/1/1996,Ontario,2016A000235,v12,7,11082903
1/1/1996,Manitoba,2016A000246,v13,8,1134196
1/1/1996,Saskatchewan,2016A000247,v14,9,1018945
1/1/1996,Alberta,2016A000248,v15,10,2775133
1/1/1996,British Columbia,2016A000259,v3,11,3874317
1/1/1996,Yukon,2016A000260,v4,12,31387
1/1/1996,Northwest Territories,2016A000261,v6,14,41741
1/1/1996,Nunavut,2016A000262,v7,15,25669
1/1/1996,Canada,2016A000011124,v1,1,29708206
1/1/1996,Newfoundland and Labrador,2016A000210,v2,2,557281
1/1/1996,Prince Edward Island,2016A000211,v8,3,136004
1/1/1996,Nova Scotia,2016A000212,v9,4,932276
